Line,Label
"But in pressing for approval of $60 billion in infrastructure spending, Mr. Obama took his biggest shot not at the measure's Republican opponents in the Senate, but at those in the House.",Neutral
"He tweaked House Republicans for passing a resolution on Tuesday reaffirming the national motto,  In God We Trust,  when they should be creating jobs.",Neutral
" I trust in God,  Mr. Obama said,  but God wants to see us help ourselves by putting people back to work! ",Neutral
"Invoking patriotism as well as divine intervention   Mr. Obama stood against the backdrop of a giant American flag   he spoke before an audience that included unemployed construction workers, whose industry is among the hardest hit by the housing bust.",Neutral
" I'm joining many of these workers to say that it makes absolutely no sense when there's so much work to be done that they're not doing the work,  Mr. Obama said to their applause.",Informational
 Not when there are so many roads and bridges and runways waiting to be repaired and waiting to be rebuilt. ,Neutral
"The president's short trip from the White House to the event stage on the Potomac riverfront came more than a month after he began campaigning throughout the country for his jobs plan, building public pressure on Republicans but winning no votes from them.",Neutral
"Mr. Obama singled out the Republican leaders of the House and Senate   Speaker John A. Boehner of Ohio and Senator Mitch McConnell of Kentucky, the minority leader   just as he did in September when he visited an aging bridge over the Ohio River that connects their two states.",Neutral
Mr. Obama said the two leaders and other Republicans had supported public-works investments in the past.,Neutral
"But Republicans oppose Mr. Obama's $447 billion job-creation plan, which also includes tax cuts for workers and employers and state aid to avoid layoffs of teachers, police officers and firefighters, because the package would be paid for with higher taxes on those with taxable income of more than $1 million a year.",Neutral
"For the same reason, some leading business groups, including the U.S. Chamber of Commerce and the Associated General Contractors of America, have withdrawn support for the infrastructure spending bill, though Mr. Obama cited the Chamber as a supporter in his remarks.",Neutral
"The House has declined to take up Mr. Obama's jobs package, while Senate Democrats could not muster the 60 votes needed to block a Republican filibuster against either the full $447 billion package or a $35 billion piece providing state aid, mostly for teachers' pay.",Neutral
"With White House support, Senate Democrats have broken the measure into its main parts to force Republicans to take a series of tough votes on proposals, each of which has broad public support, according to polls.",Neutral
" The American people are with me with this,  Mr. Obama said.",Neutral
 And it's time for folks running around spending all their time talking about what's wrong with America to spend some time rolling up their sleeves to help us make it right.,Informational
There's nothing wrong in this country that we can't fix. ,Neutral
"The outcome in the Senate on the infrastructure spending provision, however, is not expected to be any different from the previous two votes.",Neutral
"Mr. Obama's transportation secretary, Ray LaHood, a former Republican congressman from Illinois, appeared with him at the Key Bridge and then went to the Capitol to meet with lawmakers.",Neutral
"In response to Mr. Obama, House Republicans said the Democratic-controlled Senate should take up some 16 House-passed measures; most would attack federal regulations or spending and would have long-term impact, analysts say, but they would not spur job creation in the coming year or two.",Neutral
"Mr. Boehner facetiously said that Mr. Obama, as a former Democratic senator, could help:  I'm sure he has great influence over there in terms of getting them to take up these bills that really will help put the American people back to work. ",Lexical
"John Boehner is setting expectations high -- but apparently not too high -- for this year's congressional elections, telling Fox News that the Democrats have a chance of retaking the House.",Neutral
"The House speaker, in an interview with Fox News to air Tuesday morning, gave his Republican Party a ""two-in-three chance"" of holding on to control of the House after taking power in the 2010 elections.",Neutral
"""But there's a one-in-three chance we could lose,"" Boehner said.",Neutral
"""I'm being myself -- frank.",Neutral
"We've got a big challenge, and we've got work to do.""",Neutral
"Democrats face an uphill battle in their efforts to take back the House, where Republicans hold a 242-190 seat advantage.",Neutral
"And control of the Senate could be up for grabs this year, too, with Democrats clinging to a fragile six-vote majority.",Lexical
The oddsmakers who track congressional races with obsessive dedication project a handful of pickups for Republicans in the Senate -- but not necessarily enough to get to 51.,Neutral
"In the House, a flurry of redistricting decisions appears to be working as of late in the Democrats' favor, though the chaotic process has stung both parties repeatedly.",Neutral
The Democrats would need 25 seats in the House to regain the majority -- a very steep climb in a year when neither party is particularly popular.,Neutral
"However, Democrats are thought to have far more safe seats than Republicans going into November.",Neutral
"Earlier this year, the Rothenberg Political Report projected a Democratic pick-up of between five and 12 seats.",Neutral
"In total, 33 Senate seats are in play this year, with 23 currently held by Democrats and 10 held by Republicans.",Neutral
"Ten of those 33 seats are open -- again, the state of play is in the Republicans' favor, with seven held by Democrats and three held by Republicans.",Neutral
"But while Republicans have several opportunities to pick off those Democrat-held seats, three races in particular could undermine those potential gains for the GOP. Republican Sens. Scott Brown in Massachusetts and Dean Heller in Nevada, who was appointed to fill the vacancy left by John Ensign, are both considered vulnerable.",Neutral
"And Sen. Olympia Snowe, a Republican from Maine, said she wouldn't seek re-election this year.",Neutral
"House Speaker John Boehner (R-Ohio) admitted there's a ""1 in 3"" chance that the Republicans will lose their majority in the House of Representatives in an interview Tuesday on Fox News' ""America's Newsroom.""",Neutral
"""I would say that there is a 2 in 3 chance that we win control of the House again.",Neutral
But there's a 1 in 3 chance that we could lose.,Neutral
"And I'm being myself, frank, we've got a big challenge and we've got work to do,"" he said to Fox News' Bill Hemmer.",Neutral
"Expanding on tough races, Boehner said, ""We have 50 of our members in tough races; 89 freshmen running for their first re-elections.",Neutral
"And we have 32 districts that are in states where there is no presidential campaign going to be run, no big Senate race and we call these orphan districts.""",Neutral
"He went on, ""You take 18 of them -- California, Illinois and New York, where you know we're not likely to do well at the top of the ticket -- and those districts are frankly pretty vulnerable.""",Neutral
"Boehner also dismissed top Obama campaign strategist David Axelrod's comment on Sunday that House Republicans are under a ""reign of terror"" brought about by the far right of their party.",Lexical
"""That that is just outrageous talk,"" Boehner said.",Informational
"""They're trying to make this election, as I said earlier, about anything other than the president's failed economic policies.",Informational
"And so they're going to look for every boogeyman known to man,"" he said.",Informational
"""Listen, if Republicans were walking in lockstep, my job would be a whole lot easier,"" he added.",Neutral
"Speaker John A. Boehner of Ohio said on Monday that Republicans had a one-in-three chance of losing control of the House in November, a surprisingly downbeat assessment from a Republican leader who until now has expressed no fears of losing the gavel.",Neutral
"In an interview with Fox News, to be shown on Tuesday, Mr. Boehner delivered what aides called a wake-up call to his troops.",Neutral
" I would say that there is a two-in-three chance that we win control of the House again, but there's a one-in-three chance that we could lose, and I'm being myself, frank,  he said in an interview first posted online by the newspaper The Hill.",Neutral
" We've got a big challenge, and we've got work to do. ",Neutral
Mr. Boehner pointed to what aides called  orphan districts  in Democratic-leaning states that would not be a factor in the presidential campaign.,Neutral
Local Republican Party affiliates are less organized in such states and turnout may be depressed.,Neutral
" We have 50 of our members in tough races, 89 freshmen running for their first re-elections, and we have 32 districts that are in states where there is no presidential campaign going to be run, no big Senate race,  he said.",Neutral
" You take 18 of them, California, Illinois and New York, where you know we're not likely to do well at the top of the ticket, and those districts are frankly pretty vulnerable. ",Neutral
"House political analysts also have looked at such states, but redistricting in California   run by an independent commission   has been as tough on Democrats as it has been on Republicans.",Neutral
"Illinois and New York could be a problem for Mr. Boehner's party, but Republican-run redistricting in North Carolina and Indiana would appear to counter those Democratic gains.",Neutral
But Democrats have become bolder on their predictions.,Neutral
"An NBC News/Wall Street Journal poll last week found that voters favored a Democratic-controlled Congress over a Republican one 46 percent to 41 percent, a spread that has not changed much all year.",Neutral
" We've got a real challenge,  Mr. Boehner said.",Neutral
"A male suspect was arrested in Florida on Friday morning in connection with the rash of suspicious packages sent to prominent Democrats nationwide, law enforcement sources confirmed to Fox News.",Neutral
"Multiple sources identified the suspect to Fox News as Cesar Sayoc of Aventura, Florida.",Neutral
"A separate law enforcement source told Fox News that the suspect is a white male in his 50s, who used to live in New York and had prior arrests for terroristic threats. ",Informational
"Several of the packages went through a U.S. postal facility in Opa-locka, which is less than 10 miles from Aventura.",Neutral
The Department of Justice will hold a press conference at 2:30 p.m. ET.,Neutral
Federal authorities had been focusing on Florida as the location where the majority of packages originated.,Neutral
" Some of the packages went through the mail,  Homeland Security Secretary Kirstjen Nielsen earlier told Fox News. ",Neutral
" They originated, some of them, from Florida. ",Neutral
I am confident that this person or people will be brought to justice. ,Neutral
The Miami-Dade County Police Department confirmed Thursday it was helping federal agents who were at the facility in Opa-locka as part of the ongoing investigation.,Neutral
The USPS operates an innovative imaging system that photographs each piece of mail processed throughout the country. ,Neutral
Investigators were likely relying on that system to pinpoint where some of the packages were mailed.,Neutral
The FBI said the packages each consisted of a manila envelope with a bubble-wrap interior containing potentially destructive devices. ,Neutral
The packages were addressed with a computer-printed address label and six stamps.,Neutral
A government source told Fox News the FBI was analyzing the stamps in Quantico. ,Neutral
The source also said the investigation had progressed  significantly  and that the FBI was reaching out to retailers to zero in on where the elements of the bombs were made and where they were sold.,Neutral
The envelopes and packaging materials likely contained a treasure trove of DNA information. ,Neutral
"Tiny bits of genetic material   traces of sweat, skin cells, saliva, hair or fingerprints   are typically used as a roadmap to the suspect's door, investigators and bomb experts say.",Neutral
"The Washington, D.C., field office and the FBI headquarters had 24 teams in place and on the hunt for the culprit.",Neutral
"Forensic investigators in Quantico, Va., have been sifting through the packages addressed to former President Barack Obama, former Secretary of State Hillary Clinton, liberal billionaire George Soros, former Attorney General Eric Holder, former CIA Director John Brennan and California Democratic Rep. Maxine Waters.",Neutral
"The devices are thought to have been fashioned from crude, bomb-making designs widely available on the Internet. ",Neutral
Authorities haven't said whether the devices were built to explode and kill or simply sow fear.,Neutral
"Ryan Morris, founder of Tripwire Operation Group, a company that provides explosives training to law enforcement and military officials, called the devices  Mickey Mouse  bombs that were meant to be found. ",Informational
He told Fox News he believes the primary motive is fear. ,Neutral
The packages were sent about two weeks ahead of the midterm elections.,Neutral
"Regardless, investigators were treating the devices as  live  explosives New York City Police Commissioner James O'Neill said.",Neutral
"Larry Johnson, a former head of criminal investigations for the U.S. Secret Service who also served as a special agent in charge of the presidential protective detail, agreed that bomb makers usually leave evidence   and their signature- behind.",Neutral
" If there is a human involved, there is a high probability you're going to get somewhere investigatively,  he told The Associated Press. ",Neutral
 There will be no stone left unturned. ,Neutral
Johnson believes it's  highly likely  the person who built the bombs will have been previously flagged by law enforcement. ,Neutral
"The Secret Service maintains a wide database of groups and individuals who have made threats in the past against presidents or other top political leaders and activists via email, letters or on social media.",Neutral
"James Fitzgerald, a retired FBI profiler and forensic linguist who, in 1996, helped catch ""Unabomber"" Ted Kaczynski -- who killed 3 people and injured 23 in bombings between 1978 and 1995 -- told Fox News on Wednesday that the letter sent to John Brennan, the former director of the CIA and a staunch Trump critic, reminded him of something the Unabomber would send because of the number of stamps used on the package.",Informational
" The linguist in me noticed that Debbie Wasserman Schultz, the last name is spelled missing a 'c' and John Brennan's name is spelled missing an 'n' and that kind of surprised me and I have a feeling that was done on purpose to make this look like somebody who doesn't really know who these people are and that it wasn't an honest mistake. ",Neutral
"If he had this much anger and vitriol against these people, you would think he would know how to spell their names",Neutral
Police have arrested a suspect in connection with at least a dozen packages containing likely pipe bombs mailed in the past week to people critical of President Donald Trump.,Neutral
"Cesar Sayoc, 56, of South Florida was taken into custody on Friday, FBI Director Chris Wray confirmed at a press conference.",Neutral
"Sayoc has been charged with five federal crimes   interstate transportation of an explosive, illegal mailing of explosives, making threats against former presidents and certain other persons, threatening interstate communications, and assaulting current and former federal officers   the Department of Justice said.",Neutral
He faces up to 48 years in prison.,Neutral
"In remarks at the White House before a youth leadership summit, Trump congratulated local and national law enforcement agencies for apprehending the suspect.",Neutral
"The president pledged to prosecute those responsible    them, him, her, whoever it may be,  he said   to the fullest extent of the law.",Neutral
" We must never allow political violence to take root in America,  Trump said.",Neutral
" The bottom line is that Americans must unify,  he went on.",Neutral
"His comments echoed those he has delivered at rallies and sent over Twitter in the wake of the bomb scares, calling for unity and a calmer discourse but refusing to tone down his own inflammatory rhetoric.",Informational
"Minutes after addressing the threats to prominent Democrats, Trump claimed Republicans are often attacked for supporting him.",Informational
" Come to think of it, does anyone get attacked more than me?  Trump said.",Neutral
"The development came hours after two additional packages were discovered, one addressed to Sen. Cory Booker (D-N.J.), and the other to former Director of National Intelligence James Clapper.",Neutral
"A suspicious package was also found Friday in Burlingame, California, addressed to Democratic donor Tom Steyer, CNN and NBC reported.",Neutral
A law enforcement source told CNN the package was similar to the other ones sent to politicians and public figures this week.,Neutral
" We're thankful that everyone we work with at NextGen America and Need to Impeach is safe,  Steyer said in a statement Friday, referring to his super PAC NextGen and his campaign to impeach Trump.",Neutral
 We are seeing a systematic attack on our democracy and our rule of law that extends much further than just one isolated terrorist in Florida.,Neutral
"Whether it's voter suppression, voter intimidation, attacks on our free press, gerrymandering, or attempted violence   the trust and norms that are the actual basis for our civil society and political system are being eroded. ",Neutral
"Authorities have heightened their search in Florida, as several of the packages may have passed through the state.",Neutral
The FBI said Friday that the package for Booker was found in a Florida mail facility.,Neutral
"Throughout the week, more than 10 packages containing potential explosive devices have been mailed to lawmakers and other public figures critical of Trump, including former President Barack Obama, former President Bill Clinton, Trump's 2016 presidential opponent Hillary Clinton, Rep. Maxine Waters (D-Calif.), actor Robert De Niro and former CIA Director John Brennan.",Neutral
"The package addressed Brennan was sent to CNN's New York City bureau, sparking an evacuation Wednesday.",Neutral
Brennan is an MSNBC and NBC contributor.,Neutral
"On Friday, postal officials intercepted the package for Clapper, a CNN contributor, before it could reach the CNN offices, where it was addressed, according to the network.",Neutral
The Sacramento County Sheriff Department also said Friday that a suspicious package found at a Sacramento mail facility and addressed to Sen. Kamala Harris (D-Calif.) contained an explosive device.,Neutral
FBI officials said they believed the package to be related to the others mailed out this week.,Neutral
"All of the confirmed packages listed the Florida office of Rep. Debbie Wasserman Schultz (D-Fla.), the former chairwoman of the Democratic National Committee, as the return address.",Neutral
"Asked why Sayoc appeared to be targeting Democratic politicians and others critical of Trump, Attorney General Jeff Sessions said he didn't know but that the suspect  appears to be a partisan ",Neutral
Wray added:  It's too early at this stage to discuss motive. ,Neutral
"Investigators identified Sayoc based on a fingerprint found on the package sent to Waters and a DNA sample from a previous arrest in Florida, DOJ officials said Friday.",Neutral
"When law enforcement arrested him on Friday in Plantation, Florida, they also took possession of a van covered in stickers supporting Trump and criticizing Democratic officials.",Neutral
Sayoc is a registered Republican and a self-described promoter and booking agent.,Neutral
"He has a history of multiple arrests, including for felony grand theft and misdemeanor retail theft.",Informational
A spokeswoman for Brevard College in North Carolina confirmed to HuffPost that Sayoc attended the school for three semesters starting in the fall of 1980 and did not graduate.,Neutral
"Authorities were initially vague about the content of the packages, calling them simply  suspected explosive devices. ",Neutral
"Wray elaborated at Friday's press briefing that each device contained roughly 6 inches of PVC pipe, as well as a small clock and wiring.",Neutral
" These are not hoax devices,  he said.",Neutral
Wray noted that the investigation was ongoing and warned there could be other packages not yet intercepted.,Neutral
"Federal authorities made an arrest on Friday in connection with the nationwide bombing campaign against outspoken critics of President Trump, a significant breakthrough in a case that has gripped the country in the days leading up to the midterm elections.",Neutral
"A law enforcement official identified the suspect as Cesar Sayoc Jr., 56, of Aventura, Fla., just north of Miami.",Neutral
"Mr. Sayoc, a registered Republican, has a lengthy criminal history in Florida dating back to 1991 that includes felony theft, drug and fraud charges, as well as being arrested and accused of threatening to use a bomb, public records show.",Informational
"His criminal record from the Florida Department of Law Enforcement indicates that at the time of his last arrest in 2015, he was 5-foot-11 and 215 pounds. ",Neutral
"He has brown eyes, black hair and a scar on his left arm, the records said, and was born in New York. ",Neutral
The records listed Mr. Sayoc's occupation as  manager. ,Neutral
"According to a 2012 bankruptcy petition filed in Miami, Mr. Sayoc resided at the time at his mother's home. ",Neutral
" Lives w/mom,  a handwritten note on the petition said. ",Neutral
 Has no furniture. ,Neutral
"On Friday morning, the authorities surrounded a white van with pro-Trump stickers on it, and television news later showed images of the authorities hauling the van away on a truck underneath a tarp. ",Neutral
But it remained unclear if the van belonged to Mr. Sayoc.,Neutral
"Some residents of Aventura reported seeing a similar white van covered in pro-Trump stickers often parked in the lot of a local strip mall, the Aventura Waterways shopping center. ",Neutral
But it was not immediately clear if that van was the same one seized by the police on Friday.,Neutral
" It struck me because of the crazy conspiratorial stickers covering the windows,  said David Cypkin, a documentary film producer and editor with the Rakontur production company. ",Lexical
" It was unsettling, and also it seemed to be occupied. ",Informational
"Sometimes the door would be ajar or a window would be open, which indicated to me that maybe somebody was living in the van. ",Neutral
"Speaking at the White House on Friday, Mr. Trump praised law enforcement officials for quickly arresting a suspect.",Neutral
" These terrorizing acts are despicable and have no place in our country,  he said.",Informational
He added:  We must never allow political violence to take root in America. ,Neutral
"Mr. Sayoc's arrest came only hours after the mysterious spate of pipe bombs spread further as federal authorities said on Friday morning that they had found two more of the explosive devices: one addressed to Senator Cory Booker and the other to James R. Clapper Jr., the former director of national intelligence.",Neutral
"Although no formal charges have been filed yet in the case, two of the law enforcement officials said there was a high likelihood that Mr. Sayoc would be prosecuted at least in part in Federal District Court in Manhattan. ",Neutral
The F.B.I.'s New York office has been leading the investigation and five of the bombs sent this week fall under the jurisdiction of the United States attorney's office in Manhattan.,Neutral
"The package addressed to Mr. Clapper was meant to be delivered to the New York offices of CNN, where he works as an analyst, but was intercepted at a mail facility in Midtown Manhattan, police officials in New York City said. ",Neutral
"The package addressed to Mr. Booker, a New Jersey Democrat, was found in Florida, which two people briefed on the matter have said has become a focus of the intense, nationwide investigation into the bombs.",Neutral
"At a news conference on Friday morning, John Miller, the New York Police Department's deputy commissioner of intelligence and counterterrorism, said a postal worker at the mail facility on 52nd Street recognized the package addressed to Mr. Clapper as similar to other suspicious packages discovered this week and  froze it in the system. ",Neutral
"The department's bomb squad responded to the facility and secured the package for delivery to an F.B.I. lab in Quantico, Va., Mr. Miller said.",Neutral
"Speaking on CNN on Friday, Mr. Clapper said he was not surprised that a device had been sent to him. ",Neutral
"He has been a frequent critic of President Trump, a similarity shared with everyone whose names have appeared on the packages discovered so far.",Neutral
" This is definitely domestic terrorism,  Mr. Clapper said. ",Informational
" Anyone who has in any way been a critic, publicly been a critic of President Trump, needs to be on an extra alert. ",Neutral
Mr. Clapper also said that on Wednesday night he had taken precautions after the first packages were discovered. ,Neutral
"While he and his wife were away from their home this week, he added, he told his neighbor not to collect their mail.",Neutral
"All together, 12 crude explosive devices have been found since Monday, sent through the mail to a host of Democrats and other prominent figures who have been among Mr. Trump's most vocal detractors. ",Neutral
"The packages   virtually identical in plain manila envelopes   have been addressed to former President Barack Obama; former Vice President Joseph R. Biden Jr.; former Secretary of State Hillary Clinton; Representative Maxine Waters of California; former Attorney General Eric Holder; John O. Brennan, a former C.I.A. director, the actor Robert De Niro; and George Soros, the billionaire Democratic donor.",Neutral
"All of the envelopes had return address labels bearing the misspelled name of Representative Debbie Wasserman Schultz, a Democrat whose district is in southern Florida. ",Neutral
"None of the devices inside have exploded on their own so far, and investigators are still seeking to determine whether they were even capable of detonating. ",Neutral
But the authorities in New York and elsewhere have warned that the devices should be considered dangerous.,Neutral
The first package was discovered on Monday afternoon at the suburban New York home of Mr. Soros. ,Neutral
"While investigators initially thought that some devices were hand delivered, they now believe it is likely all of them were sent in the mail. ",Neutral
"Using information collected by the United States Postal Service, investigators have focused their attention on certain Florida postal centers, including one in Opa-locka near Miami.",Neutral
"President Trump on Monday called the criminal case against former national security adviser Michael Flynn  very unfair,  claiming he and Hillary Clinton both  lied  to the FBI but only Flynn faced consequences.",Neutral
"The president's comments, made to reporters as he left Washington for a policy announcement in Utah, saw Trump wading deeper into the Flynn investigation even after a weekend tweet landed the White House in hot water.",Neutral
"On Monday, Trump said he feels  badly  for Flynn, who pleaded guilty on Friday to giving false statements to the FBI about his Russia contacts.",Neutral
" Hillary Clinton lied many times to the FBI, nothing happened to her. Flynn lied and they destroyed his life,  Trump said. ",Informational
"The president, without offering specifics, said his 2016 Democratic rival  lied many times  during her FBI interview in early July.",Informational
" Nothing happened to her. Flynn lied and it's like they ruined his life. Very unfair,  Trump said, echoing a weekend tweet in which he asked whether a  double standard  was at play.",Informational
Clinton was interviewed by FBI agents as part of the investigation into her exclusive use of a private email system while secretary of state. ,Neutral
"After that interview, then-FBI Director James Comey called her actions extremely careless without recommending criminal charges.",Neutral
Trump also noted over the weekend that Clinton was not recorded or under oath during that interview.,Neutral
"On Sunday, Sen. Lindsey Graham, R-S.C., suggested Trump might want to think twice before tweeting and commenting on the Russia case. ",Neutral
" You tweet and comment regarding ongoing criminal investigations at your own peril,  he said on CBS'  Face the Nation. ",Neutral
This was after Trump's account tweeted Saturday:  I had to fire General Flynn because he lied to the Vice President and the FBI. ,Neutral
He has pled guilty to those lies. ,Neutral
It is a shame because his actions during the transition were lawful. ,Informational
There was nothing to hide! ,Neutral
"That tweet immediately caused problems for the White House, as some legal experts said it potentially exposed the president to obstruction of justice allegations   since, according to the tweet, he would have known Flynn lied to agents when he allegedly asked Comey to lay off the Flynn investigation and later fired Comey. ",Neutral
Trump said earlier this year that he fired Flynn only for lying to Vice President Pence about the issue.,Neutral
"Trump's personal lawyer John Dowd later said he was the one who wrote that tweet, saying he  did not mean to break news. ",Neutral
Dowd attempted to explain Sunday that the tweet was referring to then-acting Attorney General Sally Yates telling White House Counsel Don McGahn in January that Flynn had  given the agents the same story he gave the vice president. ,Neutral
He also said the agents seemed to think Flynn was confused. ,Neutral
" All the president knew was that the department was not accusing him of lying,  Dowd said.",Neutral
Trump over the weekend denied that he asked Comey to stop investigating Flynn.,Neutral
"Sen. Dianne Feinstein, D-Calif., the top Democrat on the Senate Judiciary Committee, said on NBC's  Meet the Press  on Sunday that the panel has begun to see ""the putting together of a case of obstruction of justice"" against Trump.",Neutral
"Flynn is now cooperating with Special Counsel Robert Mueller's investigators in the Russia meddling case, though it's unclear what exactly he might reveal about Trump and his associates.",Informational
,Neutral
"WASHINGTON   President Donald Trump on Monday defended his former national security adviser, Michael Flynn, by invoking his 2016 election opponent, Hillary Clinton.",Neutral
" I feel very badly for Gen. Flynn,  Trump told reporters before leaving for a trip to Utah, saying that Flynn's life has been  ruined. ",Neutral
"Trump then pivoted to Clinton, apparently referring to the FBI's investigation into her use of a private email server.",Neutral
" Hillary Clinton lied many times to the FBI, and nothing happened to her.",Informational
"Flynn lied, and it destroyed his life, and I think it's a shame,  Trump said, before again claiming that Clinton  lied many times, [and] nothing happened to her.",Neutral
"Flynn lied, and it's like, it ruined his life.",Informational
It's very unfair. ,Informational
The president this morning says 'I feel badly for General Flynn.',Neutral
"#MorningJoe pic.twitter.com/tBp5aXWhBj   Morning Joe (@Morning_Joe) December 4, 2017",Neutral
"Flynn pleaded guilty on Friday for lying to the FBI in special counsel Robert Mueller's investigation into possible collusion between Trump's campaign and Russia, becoming the first former administration official to face charges in the probe.",Neutral
Trump and the White House have long claimed that the investigations into the campaign have nothing to do with Trump himself.,Neutral
"Flynn's indictment, however, makes it increasingly difficult for the president to distance himself.",Informational
"Flynn stepped down in February, saying that he had misled the transition team, including then Vice President-elect Mike Pence, about the extent of his contacts with Russian officials, which included discussing sanctions and the creation of a backchannel with the Kremlin.",Neutral
"Trump and his lawyer, John Dowd, now claim that the president already knew about Flynn lying to the FBI, renewing questions of whether Trump obstructed justice in the investigation.",Neutral
"In May, Trump told NBC's Lester Holt that he fired then-FBI Director James Comey with  this Russia thing  in mind.",Neutral
"The following month, Comey testified before the Senate that Trump had requested that Comey put an end to the agency's investigation into Flynn.",Neutral
"In an interview with Axios published Monday, Dowd brought out a new defense: Trump isn't guilty of obstructing justice because he is the president.",Neutral
"The  President cannot obstruct justice because he is the chief law enforcement officer under [the Constitution's Article II] and has every right to express his view of any case,  Dowd said.",Neutral
"WASHINGTON   President Trump on Monday said the F.B.I. ruined the life of his former national security adviser and said his Democratic opponent for president, Hillary Clinton, suffered no consequences after she lied  many times  to the F.B.I.",Neutral
"Michael T. Flynn, Mr. Trump's first national security adviser, pleaded guilty on Friday to lying to the F.B.I. when he was questioned early this year about his conversations with the Russian ambassador.",Neutral
"He was the fourth person charged in the investigation of Robert S. Mueller III, the special counsel appointed to lead an inquiry into Russia's influence on the 2016 election and possible ties to Trump associates.",Neutral
"As he left for Utah on Monday, the president said he felt  very badly  for Mr. Flynn, whom he fired in February for lying to the vice president about the content of these conversations.",Neutral
Mr. Trump's comments Monday on Mr. Flynn come at a time when the special counsel investigation is focusing intensely on the president's inner circle.,Neutral
Mr. Trump once encouraged Mr. Flynn to seek an immunity deal.,Neutral
Presidents typically do not weigh in on federal investigations to avoid appearing to influence the outcome.,Informational
" I feel badly for General Flynn,  Mr. Trump said on Monday.  I feel very badly.",Neutral
He's led a very strong life and I feel very badly.,Neutral
Hillary Clinton lied many times to the F.B.I. Nothing happened to her.,Informational
Flynn lied and they destroyed his life. ,Informational
Mr. Trump did not cite specifically what Mrs. Clinton said that he considered a lie.,Informational
Mrs. Clinton gave a voluntary interview to the bureau in July 2016 during its investigation into whether she or her aides broke the law by corresponding through a private email server set up for her use as secretary of state.,Informational
"A few days later, the F.B.I. director at the time, James B. Comey, recommended no charges be filed against her in the matter.",Informational
President Trump on Saturday took aim at social media tech giants for  discriminating  against Republicans and conservatives -- saying that  too many voices are being destroyed  and promising that his administration would not allow it to happen.,Lexical
" Who is making the choices, because I can already tell you that too many mistakes are being made. ",Neutral
"Let everybody participate, good & bad, and we will all just have to figure it out!  he said at the end of a lengthy post on Twitter.",Neutral
"Both Facebook and Twitter have been under fire for allegedly censoring accounts, while ignoring rules violations by liberal and left-wing users. ",Neutral
Trump in the past has referred to alleged  shadow banning  by Twitter as  discriminatory and illegal. ,Neutral
"Trump uses Twitter on a daily basis, and his campaign was credited for its use of Facebook as one of the ways it secured its victory in November 2016.",Neutral
"While conservatives have complained for years about what they say is discrimination by the tech giants, the controversy escalated last month when Vice News reported the issue, saying that accounts from top Republicans including GOP Chairwoman Ronna McDaniel were being given limited visibility on Twitter. ",Lexical
Twitter at the time said it was an algorithmic glitch that has since been fixed.,Neutral
"""We do not shadow ban. ",Neutral
"You are always able to see the tweets from accounts you follow (although you may have to do more work to find them, like go directly to their profile). ",Neutral
"And we certainly don't shadow ban based on political viewpoints or ideology,"" the tech giant said in a statement.",Neutral
"""We do rank tweets and search results. ",Neutral
We do this because Twitter is most useful when it's immediately relevant. ,Neutral
"These ranking models take many signals into consideration to best organize tweets for timely relevance,"" the statement said. ",Neutral
"""We must also address bad-faith actors who intend to manipulate or detract from healthy conversation.""",Neutral
"A Facebook executive apologized last month for mistreating Diamond and Silk -- two pro-Trump personalities who have long claimed they are being censored by the platform, but the company has also denied being biased against conservatives.",Informational
" We badly mishandled our communications with them,  Monika Bickert, head of Global Policy Management at Facebook, said at a House Judiciary Committee hearing.",Neutral
"But that has done little to calm the controversy, and Trump on Saturday accused social media sites of  closing down the opinions of many people on the right, while at the same time doing nothing to others. ",Neutral
"""Too many voices are being destroyed, some good & some bad, and that cannot be allowed to happen,"" he tweeted.",Neutral
"He went on to call censorship  a dangerous thing  and then took a swipe at CNN and MSNBC, saying that while they are  fake,  he does not demand that offending content be taken off air.",Lexical
" If you are weeding out Fake News, there is nothing so Fake as CNN & MSNBC, & yet I do not ask that their sick behavior be removed,  he tweeted. ",Lexical
" I get used to it and watch with a grain of salt, or don't watch at all.. ",Neutral
,Neutral
"President Donald Trump used Twitter to tear into social media companies Saturday morning, claiming they were  totally discriminating against Republican/Conservative voices. ",Lexical
But he does have a solution. Sort of.,Lexical
And it involves both sides.,Neutral
"Trump tweeted that  too many voices are being destroyed, some good and some bad, and that cannot be allowed to happen.  So, he added:  Let everybody participate, good & bad, and we will all just have to figure it out! ",Neutral
"Trump accused social media giants of  closing down the opinions of many people on the RIGHT, while at the same time doing nothing to others. ",Neutral
" Censorship is a very dangerous thing & impossible to police,  he added, before embarking on a now familiar rant about  fake news  CNN and MSNBC   which he admitted to sometimes watching, but  just with a grain of salt. ",Lexical
"Trump did not reference any person in particular in his tirade against the tech companies, although a host of them have in recent weeks banned conspiracy theorist Alex Jones and his website Infowars from their platforms.",Neutral
"BERKELEY HEIGHTS, N.J.   President Trump said on Saturday that conservative voices were being unfairly censored on social media, hinting that he might intervene if his allies' accounts continued to be shut down.",Lexical
" Social Media is totally discriminating against Republican/Conservative voices,  Mr. Trump wrote on Twitter, saying that  censorship is a very dangerous thing. ",Lexical
" Speaking loudly and clearly for the Trump Administration, we won't let that happen,  he added.",Neutral
